name,id,ref
Beňadikovce,3602321607,SK041C527131
Benkovce,3602322349,SK041D544086
Bertotovce,3602320243,SK0417524191
Bijacovce,3602275756,SK0414526401
Bodovce,3602277123,SK0418524204
Bodružal,3602321652,SK041C527149
Bogliarka,3602277763,SK0411519073
Brekov,3602322648,SK0412520055
Brestov,3602322609,SK0412520063
Brestov,3602320237,SK0417524212
Brestov nad Laborcom,3602321963,SK0415520071
Bretejovce,3602320207,SK0417524221
Breznica,3602321200,SK041B527157
Breznička,3602321169,SK041B527165
Brezov,3602277785,SK0411519081
Brezovec,3602324018,SK0419520080
Brezovica,3602277119,SK0418524239
Brezovička,3602277116,SK0418524247
Brezovka,3602277832,SK0411519090
Brežany,3602320235,SK0417524255
Brusnica,3602321206,SK041B527173
Brutovce,3602275772,SK0414526410
Buclovany,3602277795,SK0411519103
Buglovce,3602275774,SK0414526428
Bukovce,3602321191,SK041B527181
Bušovce,3602275532,SK0413523411
Bystrá,3602321187,SK041B527190
Bystré,3602322354,SK041D544094
Bzenov,3602320245,SK0417524263
Bžany,3602321176,SK041B527203
Cabov,3602322362,SK041D544108
Cernina,3602321626,SK041C527211
Cigeľka,3602277780,SK0411519111
Cigla,3602321610,SK041C527220
Čabalovce,3602321975,SK0415520098
Čabiny,3602321967,SK0415520101
Čaklov,3602322365,SK041D544116
Čelovce,3602320210,SK0417524271
Černina,3602322615,SK0412520110
Čertižné,3602321955,SK0415520128
Červená Voda,3602277142,SK0418524280
Červenica,3602320280,SK0417524301
Červenica pri Sabinove,3602277120,SK0418524298
Červený Kláštor,3602275495,SK0413523429
Čičava,3602322342,SK041D544124
Čierne nad Topľou,3602322387,SK041D544132
Čirč,3602276235,SK041A526673
Čukalovce,3602324017,SK0419520136
Ďačov,3602277125,SK0418524310
Daletice,3602277124,SK0418524328
Ďapalovce,3602322344,SK041D544141
Davidov,3602322381,SK041D544159
Dedačov,3602322605,SK0412520152
Demjata,3602320201,SK0417524336
Detrík,3602322382,SK041D544167
Dlhé Klčovo,3602322403,SK041D544175
Dlhé nad Cirochou,3602324028,SK0419520161
Dlhé Stráže,3602275754,SK0414526452
Dlhoňa,3602321624,SK041C527238
Dobroslava,3602321633,SK041C527246
Doľany,3602275769,SK0414526461
Domaňovce,3602275764,SK0414526479
Dravce,3602275768,SK0414526487
Drienica,3602277150,SK0418524344
Drienov,3602320258,SK0417524352
Drienovská Nová Ves,3602320269,SK0417524361
Dubinné,3602277768,SK0411519138
Dubová,3602321596,SK041C527254
Dubovica,3602277121,SK0418524379
Dúbrava,3602275771,SK0414526495
Dúbrava,3602324003,SK0419520179
Dukovce,3602321619,SK041C580601
Dulova Ves,3602320241,SK0417524387
Duplín,3602321185,SK041B527262
Ďurďoš,3602322389,SK041D544183
Ďurková,3602276211,SK041A526681
Fijaš,3602321598,SK041C527271
Fintice,3602320214,SK0417524395
Forbasy,3602276234,SK041A526690
Frička,3602277779,SK0411519154
Fričkovce,3602277796,SK0411519162
Fričovce,3602320272,SK0417524409
Fulianka,3602320268,SK0417524417
Gaboltov,3602277804,SK0411519171
Gánovce,3602275150,SK0416523437
Geraltov,3602320200,SK0417524425
Gerlachov,3602277807,SK0411519189
Gerlachov,3602275142,SK0416523445
Giglovce,3602322400,SK041D544191
Giraltovce,3602321625,SK041C519197
Girovce,3602322405,SK041D544205
Granč-Petrovce,3602275762,SK0414526517
Gregorovce,3602320226,SK0417524433
Gribov,3602321166,SK041B527289
Gruzovce,3602322601,SK0412559644
Habura,3602321974,SK0415520187
Hajtovka,3602276210,SK041A526703
Haligovce,3602276213,SK041A526711
Hanigovce,3602277135,SK0418524441
Haniska,3602320209,SK0417518522
Hankovce,3602277760,SK0411519201
Hankovce,3602322647,SK0412520195
Hanušovce nad Topľou,3602322377,SK041D544213
Harakovce,3602275748,SK0414526525
Harhaj,3602277821,SK0411519219
Havaj,3602321190,SK041B527297
Havka,3602275492,SK0413523461
Havranec,3602321636,SK041C527301
Hažín nad Cirochou,3602322629,SK0412559598
Hažlín,3602277805,SK0411519227
Hencovce,3602322369,SK041D581674
Hendrichovce,3602320260,SK0417524450
Hermanovce,3602320275,SK0417524468
Hermanovce nad Topľou,3602322397,SK041D544221
Hertník,3602277799,SK0411519235
Hervartov,3602277806,SK0411519243
Hlinné,3602322404,SK041D544230
Hniezdne,3602276230,SK041A526720
Holčíkovce,3602322336,SK041D528731
Holumnica,3602275516,SK0413523470
Hostovice,3602324011,SK0419520209
Hozelec,3602275141,SK0416523496
Hôrka,3602275161,SK0416523488
Hrabkov,3602320232,SK0417524476
Hrabová Roztoka,3602324001,SK0419520217
Hrabovčík,3602321592,SK041C527319
Hrabovec,3602277786,SK0411519251
Hrabovec nad Laborcom,3602322638,SK0412520225
Hrabské,3602277794,SK0411519260
Hradisko,3602275522,SK0413523500
Hraničné,3602276222,SK041A526738
Hranovnica,3602275152,SK0416523518
Hromoš,3602276227,SK041A526746
Hrubov,3602322634,SK0412520233
Hubošovce,3602277146,SK0418524492
Hudcovce,3602322626,SK0412520241
Humenné,3602322644,SK0412520004
Huncovce,3602275529,SK0413523526
Hunkovce,3602321609,SK041C527327
Hutka,3602277793,SK0411519278
Chlmec,3602322650,SK0412520268
Chmeľnica,3602276242,SK041A526754
Chmeľov,3602320215,SK0417524506
Chmeľová,3602277773,SK0411519286
Chmeľovec,3602320190,SK0417524514
Chmiňany,3602320270,SK0417524549
Chminianska Nová Ves,3602320246,SK0417524522
Chminianske Jakubovany,3602320230,SK0417524531
Chotča,3602321211,SK041B527335
Ihľany,3602275494,SK0413523534
Jabloň,3602322622,SK0412520276
Jablonov,3602275765,SK0414543179
Jakovany,3602277143,SK0418524557
Jakubany,3602276239,SK041A526762
Jakubova Voľa,3602277144,SK0418524565
Jakubovany,3602277129,SK0418524573
Jakušovce,3602321186,SK041B527343
Jalová,3602323998,SK0419520284
Jankovce,3602322619,SK0412520292
Janov,3602320206,SK0417524581
Janovce,3602277787,SK0411519294
Jánovce,3602275155,SK0416523542
Janovík,3602320276,SK0417524590
Jarabina,3602276238,SK041A526771
Jarovnice,3602277115,SK0418524603
Jasenov,3602322616,SK0412559547
Jasenovce,3602322395,SK041D528749
Jastrabie nad Topľou,3602322380,SK041D528757
Jedlinka,3602277829,SK0411519308
Jezersko,3602275501,SK0413523569
Jurkova Voľa,3602321586,SK041C527351
Jurské,3602275493,SK0413523577
Juskova Voľa,3602322374,SK041D528765
Kalinov,3602321960,SK0415520314
Kalná Roztoka,3602324019,SK0419520322
Kalnište,3602321639,SK041C519316
Kamenica,3602277132,SK0418524611
Kamenica nad Cirochou,3602322639,SK0412520331
Kamenná Poruba,3602322363,SK041D528773
Kamienka,3602322612,SK0412520349
Kamienka,3602276208,SK041A526789
Kapišová,3602321621,SK041C527360
Kapušany,3602320259,SK0417524620
Karná,3602322637,SK0412520357
Kečkovce,3602321651,SK041C527378
Kendice,3602320256,SK0417524638
Kežmarok,3602275508,SK0413523585
Kladzany,3602322376,SK041D528781
Klčov,3602275753,SK0414543225
Klenov,3602320192,SK0417524646
Klenová,3602324027,SK0419520365
Kľušov,3602277791,SK0411519324
Kobylnice,3602321601,SK041C519332
Kobyly,3602277761,SK0411519341
Kochanovce,3602277766,SK0411519359
Kochanovce,3602322603,SK0412520373
Kojatice,3602320224,SK0417524654
Kokošovce,3602320225,SK0417524662
Kolačkov,3602276218,SK041A526797
Kolbasov,3602324022,SK0419520381
Kolbovce,3602321180,SK041B527386
Kolonica,3602324023,SK0419520390
Komárany,3602322396,SK041D528790
Komárov,3602277758,SK0411519367
Koprivnica,3602277770,SK0411519375
Korejovce,3602321614,SK041C527394
Korunková,3602321174,SK041B527408
Korytné,3602275752,SK0414581640
Košarovce,3602322621,SK0412528803
Koškovce,3602322602,SK0412520403
Kožany,3602277759,SK0411519383
Kožuchovce,3602321207,SK041B527416
Kračúnovce,3602321637,SK041C519391
Krajná Bystrá,3602321616,SK041C527424
Krajná Poľana,3602321653,SK041C527432
Krajná Porúbka,3602321638,SK041C527441
Krajné Čierno,3602321632,SK041C527459
Krásna Lúka,3602277133,SK0418524671
Krásny Brod,3602321961,SK0415520411
Kravany,3602275157,SK0416523593
Kremná,3602276244,SK041A526801
Krišľovce,3602321172,SK041B527467
Krivany,3602277136,SK0418524689
Krivé,3602277822,SK0411519405
Kríže,3602277800,SK0411519413
Krížová Ves,3602275507,SK0413523607
Krížovany,3602320265,SK0417524697
Kručov,3602321168,SK041B527793
Krušinec,3602321163,SK041B527475
Kružlov,3602277752,SK0411519421
Kružlová,3602321591,SK041C527483
Kučín,3602277757,SK0411519430
Kučín,3602322388,SK041D528811
Kuková,3602321613,SK041C519448
Kurima,3602277803,SK0411519456
Kurimany,3602275766,SK0414543276
Kurimka,3602321650,SK041C527491
Kurov,3602277814,SK0411519464
Kvačany,3602320203,SK0417524701
Kvakovce,3602322361,SK041D528820
Kyjov,3602276209,SK041A526819
Lacková,3602276225,SK041A526827
Lackovce,3602322636,SK0412582140
Lada,3602320274,SK0417524727
Ladomirov,3602324012,SK0419520438
Ladomirová,3602321646,SK041C527505
Lascov,3602277817,SK0411519472
Lažany,3602320211,SK0417524735
Legnava,3602276241,SK041A526835
Lechnica,3602275534,SK0413523615
Lemešany,3602320277,SK0417524743
Lenartov,3602277810,SK0411519481
Lendak,3602275514,SK0413523623
Lesíček,3602320229,SK0417524751
Lesnica,3602276232,SK041A526843
Levoča,3602275758,SK0414543292
Ličartovce,3602320221,SK0417524760
Lieskovec,3602322643,SK0412520446
Lipany,3602277128,SK0418524778
Lipníky,3602320248,SK0417559971
Lipová,3602277769,SK0411519499
Lipovce,3602320266,SK0417524786
Liptovská Teplička,3602275156,SK0416523631
Litmanová,3602276237,SK041A526851
Livov,3602277833,SK0411519502
Livovská Huta,3602277836,SK0411519511
Lomné,3602321204,SK041B527513
Lomnička,3602276221,SK041A526860
Lopúchov,3602277819,SK0411519529
Ľubiša,3602322628,SK0412520454
Ľubotice,3602320250,SK0417518590
Ľubotín,3602276201,SK041A526878
Ľubovec,3602320249,SK0417524794
Lúčina,3602320251,SK0417524808
Lučivná,3602275154,SK0416523658
Lúčka,3602275757,SK0414543314
Lúčka,3602277141,SK0418524816
Lúčka,3602321597,SK041C519537
Lukačovce,3602322597,SK0412520462
Lukavica,3602277756,SK0411519545
Lukov,3602277777,SK0411519553
Ľutina,3602277118,SK0418524824
Lužany pri Topli,3602321590,SK041C519561
Majere,3602275523,SK0413523674
Majerovce,3602322378,SK041D528838
Makovce,3602321195,SK041B527521
Malá Domaša,3602322367,SK041D528846
Malá Franková,3602275505,SK0413559938
Malá Poľana,3602321212,SK041B527530
Malcov,3602277772,SK0411519570
Malý Lipník,3602276212,SK041A526886
Malý Slavkov,3602275513,SK0413581241
Malý Slivník,3602320273,SK0417524832
Malý Šariš,3602320195,SK0417524841
Marhaň,3602277837,SK0411519588
Maškovce,3602322632,SK0412559652
Matiaška,3602322346,SK041D528854
Matiašovce,3602275503,SK0413523712
Matovce,3602321600,SK041C527548
Matysová,3602276236,SK041A526894
Medvedie,3602321611,SK041C527556
Medzany,3602320242,SK0417556823
Medzianky,3602322351,SK041D528862
Medzilaborce,3602321954,SK0415520471
Mengusovce,3602275138,SK0416523721
Merník,3602322345,SK041D528871
Mestisko,3602321602,SK041C527564
Mičakovce,3602321644,SK041C519596
Michajlov,3602324007,SK0419520489
Michalok,3602322359,SK041D528889
Miklušovce,3602320239,SK0417524867
Miková,3602321164,SK041B527572
Mikulášová,3602277784,SK0411519600
Milpoš,3602277147,SK0418524875
Miňovce,3602321178,SK041B527581
Mirkovce,3602320199,SK0417524883
Miroľa,3602321605,SK041C527599
Mlynárovce,3602321645,SK041C527602
Mlynčeky,3602275515,SK0413523739
Mlynica,3602275159,SK0416523747
Mníšek nad Popradom,3602276206,SK041A526908
Modra nad Cirochou,3602322610,SK0412520497
Mokroluh,3602277812,SK0411519618
Mošurov,3602320213,SK0417524905
Mrázovce,3602321201,SK041B527611
Myslina,3602322631,SK0412520501
Ňagov,3602321962,SK0415520519
Nechválova Polianka,3602322596,SK0412520527
Nemcovce,3602277827,SK0411519626
Nemcovce,3602320191,SK0417524913
Nemešany,3602275761,SK0414543381
Nižná Jablonka,3602322645,SK0412520535
Nižná Jedľová,3602321640,SK041C527629
Nižná Olšava,3602321193,SK041B527637
Nižná Pisaná,3602321588,SK041C527645
Nižná Polianka,3602277826,SK0411519634
Nižná Sitnica,3602322614,SK0412528897
Nižná Voľa,3602277771,SK0411519642
Nižné Ladičkovce,3602322593,SK0412520543
Nižné Repaše,3602275770,SK0414543390
Nižné Ružbachy,3602276216,SK041A526916
Nižný Hrabovec,3602322364,SK041D528901
Nižný Hrušov,3602322392,SK041D528919
Nižný Komárnik,3602321648,SK041C527653
Nižný Kručov,3602322341,SK041D528927
Nižný Mirošov,3602321635,SK041C527661
Nižný Orlík,3602321634,SK041C527670
Nižný Slavkov,3602277131,SK0418524921
Nižný Tvarožec,3602277797,SK0411519669
Nová Kelča,3602322352,SK041D528935
Nová Lesná,3602275153,SK0416523763
Nová Ľubovňa,3602276203,SK041A526924
Nová Polianka,3602321623,SK041C527688
Nová Sedlica,3602323996,SK0419520551
Obručné,3602276205,SK041A526932
Ohradzany,3602322641,SK0412520560
Okrúhle,3602321649,SK041C527696
Okružná,3602320238,SK0417524930
Olejníkov,3602277126,SK0418524948
Oľka,3602321968,SK0415520578
Oľšavce,3602277830,SK0411519677
Oľšavica,3602275747,SK0414543420
Oľšavka,3602321184,SK041B527700
Oľšinkov,3602321959,SK0415520586
Oľšov,3602277112,SK0418524956
Ondavka,3602277831,SK0411519685
Ondavské Matiašovce,3602322353,SK041D528943
Ondrašovce,3602320263,SK0417524964
Ordzovany,3602275744,SK0414543446
Orlov,3602276228,SK041A526941
Ortuťová,3602277820,SK0411519693
Osadné,3602324016,SK0419520594
Osikov,3602277755,SK0411519707
Ostrovany,3602277148,SK0418524981
Osturňa,3602275510,SK0413523771
Ovčie,3602320240,SK0417524999
Pakostov,3602322595,SK0412528951
Palota,3602321964,SK0415520616
Papín,3602322649,SK0412520624
Parihuzovce,3602324004,SK0419520632
Pavľany,3602275751,SK0414543454
Pavlovce,3602322366,SK041D528960
Pčoliné,3602324010,SK0419520641
Pečovská Nová Ves,3602277127,SK0418525006
Petkovce,3602322355,SK041D528978
Petrová,3602277809,SK0411519715
Petrovany,3602320220,SK0417525014
Petrovce,3602322401,SK041D528986
Pichne,3602323995,SK0419520659
Piskorovce,3602322391,SK041D528994
Plaveč,3602276231,SK041A526959
Plavnica,3602276207,SK041A526967
Podhorany,3602275533,SK0413523780
Podhorany,3602320194,SK0417525022
Podhradík,3602320247,SK0417525031
Podolínec,3602276220,SK041A526975
Poľanovce,3602275743,SK0414543462
Poliakovce,3602277776,SK0411519723
Poloma,3602277137,SK0418525049
Pongrácovce,3602275755,SK0414543471
Poprad,3602275137,SK0416523381
Porúbka,3602277783,SK0411519731
Porúbka,3602322627,SK0412520667
Poša,3602322357,SK041D529001
Potoky,3602321198,SK041B527726
Potôčky,3602321203,SK041B527718
Prešov,3602320257,SK0417524140
Príkra,3602321618,SK041C527734
Príslop,3602324021,SK0419520675
Prituľany,3602322654,SK0412529010
Proč,3602320271,SK0417525057
Prosačov,3602322356,SK041D529028
Pstriná,3602321643,SK041C527742
Ptičie,3602322625,SK0412520683
Pusté Pole,3602276215,SK041A526983
Pušovce,3602320216,SK0417525065
Radatice,3602320198,SK0417525073
Radoma,3602321606,SK041C527751
Radvaň nad Laborcom,3602321969,SK0415520691
Radvanovce,3602322358,SK041D529036
Rafajovce,3602322386,SK041D529044
Rakovčík,3602321589,SK041C527769
Rakúsy,3602275498,SK0413523798
Raslavice,3602277801,SK0411519936
Ratvaj,3602277140,SK0418525081
Ražňany,3602277139,SK0418525090
Regetovka,3602277774,SK0411519740
Reľov,3602275509,SK0413523801
Remeniny,3602322393,SK041D529052
Renčišov,3602277151,SK0418525103
Repejov,3602321970,SK0415520705
Rešov,3602277823,SK0411519758
Richvald,3602277782,SK0411519766
Rohožník,3602322600,SK0412529061
Rokycany,3602320267,SK0417525111
Rokytov,3602277778,SK0411519774
Rokytov pri Humennom,3602322655,SK0412520250
Rokytovce,3602321956,SK0415559610
Roškovce,3602321953,SK0415520713
Rovné,3602322607,SK0412520721
Rovné,3602321641,SK041C527777
Roztoky,3602321642,SK041C527785
Rožkovany,3602277154,SK0418525120
Rudlov,3602322340,SK041D529079
Runina,3602323997,SK0419520730
Ruská Kajňa,3602322651,SK0412529087
Ruská Nová Ves,3602320227,SK0417525138
Ruská Poruba,3602322652,SK0412529095
Ruská Voľa,3602322337,SK041D529109
Ruská Voľa nad Popradom,3602276229,SK041A526991
Ruská Volová,3602324013,SK0419520748
Ruský Potok,3602324029,SK0419520764
Sabinov,3602277122,SK0418525146
Sačurov,3602322348,SK041D529125
Sečovská Polianka,3602322385,SK041D529133
Sedlice,3602320234,SK0417525154
Sedliská,3602322398,SK041D529141
Seniakovce,3602320197,SK0417525162
Skrabské,3602322372,SK041D529150
Slovenská Kajňa,3602322371,SK041D529168
Slovenská Ves,3602275512,SK0413523810
Slovenská Volová,3602322623,SK0412520772
Slovenské Krivé,3602322635,SK0412520781
Smilno,3602277792,SK0411519782
Snakov,3602277754,SK0411519791
Snina,3602324006,SK0419520802
Soboš,3602321622,SK041C527807
Soľ,3602322394,SK041D529176
Soľník,3602321179,SK041B527815
Sopkovce,3602322611,SK0412559636
Spišská Belá,3602275506,SK0413523828
Spišská Stará Ves,3602275500,SK0413523836
Spišská Teplica,3602275148,SK0416523844
Spišské Bystré,3602275147,SK0416523852
Spišské Hanušovce,3602275502,SK0413523861
Spišské Podhradie,3602275746,SK0414543578
Spišský Hrhov,3602275742,SK0414543608
Spišský Štiavnik,3602275145,SK0416523879
Spišský Štvrtok,3602275750,SK0414543624
Stakčín,3602324015,SK0419520829
Stakčínska Roztoka,3602323999,SK0419520811
Stará Lesná,3602275527,SK0413523887
Stará Ľubovňa,3602276226,SK041A526665
Starina,3602276223,SK041A527009
Staškovce,3602321170,SK041B527823
Stebnícka Huta,3602277765,SK0411519804
Stebník,3602277753,SK0411519812
Stráňany,3602276214,SK041A527017
Stráne pod Tatrami,3602275520,SK0413523909
Strihovce,3602324025,SK0419520845
Stročín,3602321594,SK041C527831
Stropkov,3602321175,SK041B527840
Studenec,3602275749,SK0414543641
Stuľany,3602277815,SK0411519821
Suchá Dolina,3602320202,SK0417559989
Sukov,3602321973,SK0415520853
Sulín,3602276240,SK041A527025
Sveržov,3602277835,SK0411519839
Svetlice,3602321972,SK0415520861
Svidnička,3602321587,SK041C527858
Svidník,3602321595,SK041C527106
Svinia,3602320208,SK0417525171
Svit,3602275140,SK0416523925
Šambron,3602276233,SK041A527033
Šandal,3602321181,SK041B527866
Šarbov,3602321627,SK041C527874
Šarišská Poruba,3602320231,SK0417525189
Šarišská Trstená,3602320223,SK0417525197
Šarišské Bohdanovce,3602320264,SK0417525201
Šarišské Čierne,3602277789,SK0411519847
Šarišské Dravce,3602277130,SK0418525219
Šarišské Jastrabie,3602276224,SK041A527041
Šarišské Michaľany,3602277138,SK0418525235
Šarišské Sokolovce,3602277114,SK0418525243
Šarišský Štiavnik,3602321604,SK041C527882
Šašová,3602277798,SK0411519855
Šemetkovce,3602321608,SK041C527891
Šiba,3602277762,SK0411519863
Šindliar,3602320252,SK0417525251
Široké,3602320196,SK0417525260
Šmigovec,3602324020,SK0419520870
Štefanovce,3602320212,SK0417525278
Štefanovce,3602322343,SK041D529184
Štefurov,3602321629,SK041C527904
Štôla,3602275158,SK0416559890
Štrba,3602275151,SK0416523933
Šuňava,3602275134,SK0416524107
Švábovce,3602275149,SK0416523950
Tarnov,3602277788,SK0411519871
Tatranská Javorina,3602275136,SK0416580368
Teriakovce,3602320255,SK0417525286
Terňa,3602320193,SK0417525294
Tichý Potok,3602277117,SK0418525308
Tisinec,3602321173,SK041B527912
Tokajík,3602321197,SK041B527921
Topoľa,3602324009,SK0419520888
Topoľovka,3602322599,SK0412520896
Toporec,3602275518,SK0413523976
Torysa,3602277152,SK0418525316
Torysky,3602275763,SK0414543675
Tovarné,3602322339,SK041D529192
Tovarnianska Polianka,3602322402,SK041D529206
Trnkov,3602320228,SK0417525324
Tročany,3602277775,SK0411519880
Tuhrina,3602320236,SK0417525332
Tulčík,3602320233,SK0417525341
Turany nad Ondavou,3602321213,SK041B527939
Turcovce,3602322618,SK0412520900
Tvarožná,3602275528,SK0413523984
Ubľa,3602324000,SK0419520918
Udavské,3602322598,SK0412520926
Údol,3602276217,SK041A527050
Ulič,3602324026,SK0419520934
Uličské Krivé,3602324024,SK0419520942
Uloža,3602275760,SK0414543691
Uzovce,3602277153,SK0418525359
Uzovské Pekľany,3602277145,SK0418525367
Uzovský Šalgov,3602277149,SK0418525375
Vagrinec,3602321628,SK041C527947
Valaškovce (vojenský obvod),3602322594,SK0412518638
Valentovce,3602321965,SK0415520951
Valkovce,3602321599,SK041C527955
Vaniškovce,3602277781,SK0411518964
Vápeník,3602321647,SK041C527963
Varadka,3602277790,SK0411519901
Varechovce,3602321189,SK041B527971
Varhaňovce,3602320278,SK0417525383
Vavrinec,3602322373,SK041D529214
Vechec,3602322370,SK041D529222
Veľká Franková,3602275525,SK0413523992
Veľká Lesná,3602276219,SK041A527068
Veľká Lomnica,3602275497,SK0413524000
Veľkrop,3602321183,SK041B527980
Veľký Lipník,3602276202,SK041A527076
Veľký Slavkov,3602275139,SK0416524018
Veľký Slivník,3602320254,SK0417525391
Veľký Šariš,3602320261,SK0417525405
Veľopolie,3602322608,SK0412520977
Vernár,3602275135,SK0416524026
Vikartovce,3602275143,SK0416524034
Vislanka,3602276204,SK041A527084
Vislava,3602321182,SK041B527998
Víťaz,3602320204,SK0417525413
Víťazovce,3602322624,SK0412520985
Vlača,3602322350,SK041D529231
Vladiča,3602321209,SK041B528005
Vlková,3602275499,SK0413524042
Vlkovce,3602275517,SK0413524051
Vojňany,3602275524,SK0413524069
Vojtovce,3602321167,SK041B528013
Volica,3602321958,SK0415520993
Vranov nad Topľou,3602322338,SK041D544051
Vrbov,3602275496,SK0413524077
Výborná,3602275526,SK0413524085
Vydrník,3602275160,SK0416524093
Výrava,3602321957,SK0415521001
Vysoká,3602277134,SK0418525421
Vysoké Tatry,3602275146,SK0416560103
Vyškovce,3602321165,SK041B528021
Vyšná Jablonka,3602322642,SK0412521019
Vyšná Jedľová,3602321612,SK041C528030
Vyšná Olšava,3602321188,SK041B528048
Vyšná Pisaná,3602321630,SK041C528056
Vyšná Polianka,3602277828,SK0411519910
Vyšná Sitnica,3602322653,SK0412529249
Vyšná Šebastová,3602320219,SK0417525430
Vyšná Voľa,3602277818,SK0411519928
Vyšné Ladičkovce,3602322646,SK0412521027
Vyšné Repaše,3602275773,SK0414526606
Vyšné Ružbachy,3602276243,SK041A527092
Vyšný Hrabovec,3602321171,SK041B560073
Vyšný Hrušov,3602322617,SK0412521035
Vyšný Kazimír,3602322368,SK041D529117
Vyšný Komárnik,3602321593,SK041C528064
Vyšný Kručov,3602277802,SK0411519944
Vyšný Mirošov,3602321617,SK041C528072
Vyšný Orlík,3602321620,SK041C528081
Vyšný Slavkov,3602275767,SK0414526614
Vyšný Tvarožec,3602277767,SK0411519952
Vyšný Žipov,3602322360,SK041D529257
Záborské,3602320253,SK0417525448
Záhradné,3602320262,SK0417525456
Zálesie,3602275519,SK0413524115
Zámutov,3602322379,SK041D529265
Závada,3602322640,SK0412529273
Závadka,3602322633,SK0412521043
Zboj,3602324002,SK0419521051
Zbojné,3602321971,SK0415521060
Zborov,3602277811,SK0411519961
Zbudská Belá,3602321966,SK0415521078
Zbudské Dlhé,3602322613,SK0412521086
Zemplínske Hámre,3602324005,SK0419521108
Zlatá Baňa,3602320217,SK0417525472
Zlaté,3602277813,SK0411519979
Zlatník,3602322375,SK041D529281
Zubné,3602322604,SK0412521116
Žakovce,3602275511,SK0413524123
Žalobín,3602322347,SK041D529290
Ždiar,3602275144,SK0416524131
Žehňa,3602320218,SK0417525499
Železník,3602321615,SK041C519987
Želmanovce,3602321603,SK041C519995
Žipov,3602320205,SK0417525502
Župčany,3602320279,SK0417525511
Adamovské Kochanovce,3601796213,SK0229505838
Bánovce nad Bebravou,3601557455,SK0221542652
Beckov,3601556716,SK0224505846
Beluša,3602140179,SK0228512851
Bobot,3601800996,SK0229505854
Bodiná,3601744599,SK0226557633
Bohunice,3601791680,SK0222582301
Bojnice,3602187799,SK0227513903
Bolešov,3601791681,SK0222512885
Borčany,3602189518,SK0221556793
Borčice,3601791682,SK0222557391
Bošáca,3601556713,SK0224505871
Bošany,3602186321,SK0225542733
Brestovec,3602187990,SK0223504254
Brezolupy,3602189519,SK0221542741
Brezová pod Bradlom,3602187991,SK0223504262
Brodzany,3602186299,SK0225580449
Brunovce,3602190417,SK0224505889
Brvnište,3601676529,SK0226512915
Bukovec,3602187992,SK0223504289
Bystričany,3602187803,SK0227513911
Bzince pod Javorinou,3601556719,SK0224505897
Cigeľ,3602187754,SK0227513920
Cimenná,3602189521,SK0221542776
Čachtice,3601556721,SK0224505901
Častkovce,3602190418,SK0224505919
Čavoj,3602187791,SK0227513938
Čelkova Lehota,3601744648,SK0226557561
Čereňany,3602187792,SK0227513946
Červený Kameň,3601791659,SK0222512931
Čierna Lehota,3602189549,SK0221542806
Dežerice,3602189555,SK0221542822
Diviacka Nová Ves,3602187796,SK0227513954
Diviaky nad Nitricou,3602187801,SK0227513962
Dlžín,3602187755,SK0227513971
Dohňany,3602140180,SK0228512940
Dolná Breznica,3601744850,SK0228512958
Dolná Mariková,3601707102,SK0226512966
Dolná Poruba,3601800997,SK0229505935
Dolná Súča,3601796215,SK0229505943
Dolné Kočkovce,3601744784,SK0228557439
Dolné Naštice,3602189522,SK0221542849
Dolné Srnie,3601556723,SK0224505951
Dolné Vestenice,3602187756,SK0227513989
Dolný Lieskov,3602141901,SK0226546640
Domaniža,3602141902,SK0226513008
Drietoma,3601796216,SK0229505960
Dubnica nad Váhom,3601676651,SK0222513016
Dubnička,3602189523,SK0221542857
Dubodiel,3601799062,SK0229505978
Dulov,3601791653,SK0222513024
Ďurďové,3601744649,SK0226557609
Dvorec,3602189524,SK0221542873
Haláčovce,3602189525,SK0221542890
Haluzice,3601556724,SK0224556424
Handlová,3602187795,SK0227513997
Hatné,3601707103,SK0226557510
Horná Breznica,3601744971,SK0228557692
Horná Mariková,3601707104,SK0226513083
Horná Poruba,3601791604,SK0222513091
Horná Streda,3602190404,SK0224506001
Horná Súča,3601796217,SK0229506010
Horná Ves,3602187757,SK0227514004
Horňany,3601800998,SK0229506028
Horné Naštice,3602189526,SK0221542920
Horné Srnie,3601791763,SK0229506036
Horné Vestenice,3602187758,SK0227514012
Horný Lieskov,3601744641,SK0226580856
Horovce,3601744851,SK0228513121
Hôrka nad Váhom,3601558828,SK0224505994
Hrabovka,3601799439,SK0229506044
Hradište,3602186301,SK0225542962
Hrádok,3602190414,SK0224506052
Hrachovište,3602190410,SK0224506061
Hrašné,3602187995,SK0223506079
Chocholná-Velčice,3601796214,SK0229506087
Chrenovec-Brusno,3602187798,SK0227514021
Chudá Lehota,3602189520,SK0221556408
Chvojnica,3602187993,SK0223504408
Chvojnica,3602187753,SK0227514039
Chynorany,3602186300,SK0225543004
Ilava,3601557317,SK0222513156
Ivanovce,3601796218,SK0229506095
Jablonka,3602187996,SK0223504424
Jalovec,3602187759,SK0227557714
Jasenica,3601676531,SK0226513172
Ješkova Ves,3602186302,SK0225556416
Kálnica,3601558827,SK0224506109
Kamenec pod Vtáčnikom,3602187760,SK0227514063
Kameničany,3601791683,SK0222557404
Kanianka,3602187761,SK0227514071
Kľačno,3602187765,SK0227514080
